fold,username,clean_text,label_manual,label_prediksi_kfold,buzzer_prob_kfold,label_manual_text,label_prediksi_text,kesimpulan
5,bantalkusam_id,banyak yang bahas rating game di steam dan igrs wajar kalau muncul pertanyaan di kalangan gamer dan developer saat ini rating di steam untuk indonesia bukan resmi pemerintah rating resmi pakai igrs sesuai aturan yang berlaku di indonesia penjelasan,1,1,0.9779,Buzzer,Buzzer,Benar
5,Ranti130920,teman teman yang ngikutin rame igrs rating game di steam penjelasan resminya ada di sini boleh jadi bahan baca dulu linknya yang sudah saya sematkan diatas ya,1,1,0.9759,Buzzer,Buzzer,Benar
5,KomariahKo26005,sebelum debat soal igrs ke mana mana baca dulu siaran pers resminya di sini,1,1,0.8913,Buzzer,Buzzer,Benar
5,rizkionalisme,halah kek igrs aja hrs nyewa buzzer pake istilah melindungi anak lagi tai kucing anak dari dlu fun aja gaming tnpa rating kamu aja sekarang yang pengen uangnya dari bisnis yang sudah makin besar,0,0,0.0787,Organik,Organik,Benar
5,andybalala19,aku mau sedikit klarifikasi rating igrs yang kelihatan di steam itu banyak yang masih data awal self declare belum final sekarang belum ada yang betul betul pas di sistem rating game di indonesia sekarang igrs dibuat untuk mewadahi semua game yang beredar di indonesia sekarang,1,1,0.995,Buzzer,Buzzer,Benar
5,tauvik1212,igrs memang dibuat untuk lindungi anak muda lewat rating umur resmi tampilan di steam masih proses penyesuaian nanti pasti makin rapi dan jelas,1,0,0.1674,Buzzer,Organik,Salah
5,no_octis,malu banget igrs masuk sini tolol,0,0,0.4472,Organik,Organik,Benar
5,PaulERS89,yakin steam yang ksh rating palsu ini ngomong stam stim tp jgn tidak pernah menggunakan steam tolong lah kalau mau regulasi suatu hal mbok ya dimengerti dulu lama igrs tidak relevan dan cuman buat habis in anggaran aja,0,0,0.075,Organik,Organik,Benar
5,MengolianBeef,shut down igrs,0,0,0.0014,Organik,Organik,Benar
5,masgah_,kalau kalian pengin lihat sisi resminya ada siaran pers yang jelasin posisi pemerintah soal rating di steam igrs saran saya baca dulu habis itu silakan kritis tapi dengan info yang lebih lengkap biar suaranya nyampe dan susah diabaikan,0,0,0.0034,Organik,Organik,Benar
5,Neoleone3,sudah semuak ini perkara igrs what they think bout igrs,0,0,0.0073,Organik,Organik,Benar
5,TouriHaganashi,dari dulu steam sudah punya label klasifikasi rating game juga mengapa perlu ada igrs kalau begitu,0,0,0.0249,Organik,Organik,Benar
5,JackieNoboru,igrs dibayar epic berapa sih buat ngejegal steam di indon si tolol emang bujer,0,0,0.0013,Organik,Organik,Benar
5,MRidhonew16179,sedikit meluruskan ya rating igrs yang sekarang muncul di steam banyak yang masih berbasis data awal dari self declare jadi belum bisa dianggap final di tahap awal seperti ini wajar kalau masih ada yang perlu dirapikan sambil menyesuaikan sistem dan masukan dari pengguna,1,1,0.9982,Buzzer,Buzzer,Benar
5,neitee,when igrs fully operated,0,0,0.0014,Organik,Organik,Benar
5,danrrrrrrr,fakyu komdigi fakyu igrs,0,0,0.0768,Organik,Organik,Benar
5,dvrtlngi,sekadar info rating igrs di steam saat ini banyak yang masih tahap awal self declare jadi belum final dan memang tujuannya buat perlindungan pemain muda serta penataan ekosistem jadi wajar kalau masih butuh penyesuaian,1,1,0.9968,Buzzer,Buzzer,Benar
5,Trixtar__,kalau mau transparan ya dari sisi dalam hal ini share sosialisasikan dong tentang detail penilaian klasifikasi game menurut igrs secara rinci supaya developer juga bisa menyesuaikan game mereka buat user indo jangan rakyat terus yang ditelanjangi,0,0,0.0024,Organik,Organik,Benar
5,salengkarden,abis liat di fesnuk igrs indonesia gooner rating system anjengggg,0,0,0.2151,Organik,Organik,Benar
5,ibnukazuyal,plus malu woi sudah masuk ke telinga seorang pengamat internasional kontroversi igrs sudah diunggah oleh director of research insights di niko partners daniel ahmad dia pendapatnya lebih berpengaruh di dunia game ketimbang kamu pak,0,0,0.0264,Organik,Organik,Benar
5,ckfoakas,the pc steam version of the blue archive game cannot be played by players in indonesia due to igrs game rating regulations such as the rc refused classification rating,0,0,0.0028,Organik,Organik,Benar
5,ratihzatil1993,keresahannya valid tapi justru karena ini ngaruh ke publik sistem seperti igrs perlu terus dibenahi dengan penjelasan yang lebih terbuka dan teknis yang lebih rapi,1,0,0.0132,Buzzer,Organik,Salah
5,carapaklek,wajar jika banyak yang mempertanyakan rating igrs yang muncul di steam sekarang karena informasinya masih simpang siur sebagai langkah perbaikan berkelanjutan transparansi mengenai indikator penilaian sangat diperlukan agar masa transisi ini bisa dipahami dengan baik oleh gamer,1,1,0.9844,Buzzer,Buzzer,Benar
5,fathanmsatria,jadi rating igrs itu diambil dari rating user review apa bagaimana sih kok tiba tiba bahas user review,0,0,0.0011,Organik,Organik,Benar
5,noone_n_nobody_,gt kalau tidak ada berarti rating nya dari sistem steam steam se goblok apa sih ngasih rating igrs nukitashi padahal di rating steam nya sendiri sudah benar buat adult,0,1,0.9606,Organik,Buzzer,Salah
5,noviarguna72100,tmpilan rating igrs di steam sekarang memang membingungkan bagi banyak orang namun menekankan bahwa sistemnya sedang dalam masa penyesuaian dan perlu waktu,1,1,0.998,Buzzer,Buzzer,Benar
5,bayiajaib,si tolol ngegeser gawang sekarang ya jelas tidak ada lah orang igrs uda dicabut dari steam ngeles kamu itu tidak berguna tolol,0,0,0.0192,Organik,Organik,Benar
5,Emmeliachr59881,kita harus baca dulu siaran pers resmi nya sebelum debat soal igrs kemana buat yang malas nyari ini link nya saya lampirkan,1,0,0.4913,Buzzer,Organik,Salah
5,CNNIndonesia,komdigi bertemu steam bahas rating game igrs akui ada kejanggalan,0,1,0.9281,Organik,Buzzer,Salah
5,YusrilEka411,steam telah melakukan rating palsu dari dulu steam ngasih keterangan game dengan jelas lebih percaya steam lah daripada igrs ngawur,1,0,0.0026,Buzzer,Organik,Salah
5,mirasupermii,wanjir buzzer igrs banyak ini budget buat buzzernya wowkwok,0,0,0.0012,Organik,Organik,Benar
5,AdhietyaTh33187,daripada debat panjang soal igrs tanpa arah yuk luangkan waktu sebentar untuk baca siaran pers resminya dulu supaya obrolan kita lebih jelas dan berisi,1,1,0.691,Buzzer,Buzzer,Benar
5,AlxndrieJeremia,muak sama berita igrs kaga ada gitu berita yang lebih bagus lagi kekk ppn pas beli game berkurang gitu elah gini amat wni negara gonjang ganjing game saya pun disenggol mending senggol judol sana kocak jangan senggol dunia game saya dong,0,0,0.0022,Organik,Organik,Benar
5,azosarchive,lebron going solo in the playoffs gaming community indo kena igrs gajelas ah sudahlah sudahlah,0,0,0.0017,Organik,Organik,Benar
5,bebeksnorkling,game bokep steam ini kasih tag ada sexual contentnya ya biar orang kalau beli tau mereka beli apa igrs wah game ini cocok untuk balita,0,0,0.0043,Organik,Organik,Benar
5,myshawti,sebagai seseorang yang pernah dikirim surat cinta x dari komdickgi tidak mungkin steam yang sudah punya jam terbang tinggi meminta maaf terkait rating game igrs soalnya komdickgi isinya boomers kudet bisa kegocek meme timpa teks dan bahkan berita asli juga dapat surat cinta dari,0,0,0.0041,Organik,Organik,Benar
5,KumekaGenzo77,ya harusnya igrs jga menyesuaikan dengan lembaga rating game yang sudah ada di steam steam aja sudah ngasih kategori tertentu,0,0,0.194,Organik,Organik,Benar
5,ikaikuikok,agar mendapatkan gambaran yang lebih utuh mengenai regulasi igrs dan kebijakan rating game di steam silakan simak poin poin dalam siaran pers resmi kemkomdigi berikut ini sebagai referensi sebelum berdiskusi lebih lanjut,1,1,0.9653,Buzzer,Buzzer,Benar
5,rezatri07,mungkin ini memang sesuai uu buat tambahan negara kalau game tidak punya igrs tidak bisa beredar di indonesia dan bikin igrs dipungut biaya ntahlah kalau film lembaga sensor itu bayar atau tidak dan pegi ini apakah bayar coba para developer bisa kasih insight ttg rating lbh dlm,0,0,0.0235,Organik,Organik,Benar
5,__byyyyyy,ini emang kontol apa ya igrs memek,0,0,0.0309,Organik,Organik,Benar
5,AneshMadyantara,entar deh marah marah igrs nya mo nyobain breath of fire iv dulu hari ini d wib gmt,0,0,0.0016,Organik,Organik,Benar
5,rahayu49384,santai dulu guys banyak rating igrs di steam masih data awal self declare jadi belum final fokus ke niat baiknya melindungi pemain muda dan ekosistem game wajar ada penyesuaian di fase awal kita sama sama belajar,1,1,0.9973,Buzzer,Buzzer,Benar
5,mniirtjak,agar diskursus mengenai klasifikasi game lebih berimbang silakan simak siaran pers resmi terkait igrs dan kebijakan rating di steam melalui tautan ini yuk baca dulu detailnya igrs steamrating industrigim akusukadihumilateceweyanglebihtua,1,1,0.9467,Buzzer,Buzzer,Benar
5,mediaindonesia,regulasi ini mewajibkan seluruh penerbit game publisher untuk mengklasifikasikan produk mereka lantas apa saja game yang tidak lolos igrs atau berisiko dilarang beredar di indonesia,0,0,0.0077,Organik,Organik,Benar
5,setsundere,memang tugas steam yang harus implementasi rating dan aturan dari igrs tapi ngeliat dari sini kayaknya igrs maksa rating ini buat cepet rilis sebelum semuanya siap mereka masih tidak bahas soal refused classification buat ngeblokir game pake pasal karet,1,1,0.539,Buzzer,Buzzer,Benar
5,rahayu49384,buat yang lagi ramai bahas igrs dan rating game di steam mungkin perlu cek dulu penjelasan resminya biar lebih paham konteksnya ada info penting tentang proses dan tujuannya,1,1,0.9985,Buzzer,Buzzer,Benar
5,nipoonie,gray parts is not new in igrs we always have this gray parts in every life aspects as indonesian,0,0,0.0021,Organik,Organik,Benar
5,geicilikechips,app segede steam punya kredibilitas yang tinggi bukan seperti igrs sembarangan banget ini orang,0,0,0.0019,Organik,Organik,Benar
5,ogyw1n,panduan igrs,0,0,0.0023,Organik,Organik,Benar
5,MRidhonew16179,jujur tampilan rating igrs di steam saat ini memang masih cukup membingungkan buat banyak orang tapi kalau memang masih masa penyesuaian mungkin yang paling penting sekarang adalah update penjelasan yang rutin dan transparansi soal kriterianya,1,1,0.9872,Buzzer,Buzzer,Benar
5,DaniSplatKing,intinya tetep balik lagi meskipun igrs sudah ada semuanya itu tergantung dari orang tua yang harus tanggung jawab sama mendidik anaknya soal konten mana yang pantes sesuai umur sama tidak kalau lsf bisa harusnya igrs jg bisa tapi karena igrs ini baru jadi butuh proses,0,0,0.0425,Organik,Organik,Benar
